51,6,229.6,46.1,131.9,66.6,1,1,1.0
52,2,95.9,0.1,213.1,62.19,1,1,1.0
52,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
52,4,0.2,22.5,78.0,47.3,1,1,1.0
52,6,212.0,42.4,128.0,64.4,1,1,1.0
53,2,95.9,0.1,213.1,62.19,1,1,1.0
53,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
53,4,0.2,21.4,67.6,45.800000000000004,1,1,1.0
53,6,195.0,40.9,125.89999999999998,63.6,1,1,1.0
54,2,95.9,0.1,213.1,62.19,1,1,1.0
54,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
54,4,0.2,20.9,58.5,44.9,1,1,1.0
54,6,180.4,40.1,123.20000000000002,61.4,1,1,1.0
55,2,95.9,0.1,213.1,62.19,1,1,1.0
55,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
55,4,0.2,19.5,49.9,45.3,1,1,1.0
55,6,167.1,38.1,117.29999999999998,60.300000000000004,1,1,1.0
56,2,95.9,0.1,213.1,62.19,1,1,1.0
56,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
56,4,0.2,19.2,41.199999999999996,42.599999999999994,1,1,1.0
56,6,151.6,36.1,115.29999999999998,59.800000000000004,1,1,1.0
57,2,95.9,0.1,213.1,62.19,1,1,1.0
57,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
57,4,0.0,19.2,31.7,41.900000000000006,1,1,1.0
57,6,139.8,34.8,109.69999999999999,59.400000000000006,1,1,1.0
58,2,95.9,0.1,213.1,62.19,1,1,1.0
58,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
58,4,0.0,26.9,23.4,24.800000000000004,1,1,1.0
58,6,124.6,34.2,109.20000000000002,56.3,1,1,1.0
59,2,95.9,0.1,213.1,62.19,1,1,1.0
59,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
59,4,0.0,26.9,14.2,24.800000000000004,1,1,1.0
59,6,113.0,33.1,105.6,55.199999999999996,1,1,1.0
60,2,95.9,0.1,213.1,62.19,1,1,1.0
60,3,313.54,0.1,389.46,111.10000000000001,1,1,1.0
60,4,0.0,26.9,7.0,21.700000000000003,1,1,1.0
60,6,102.9,34.8,99.29999999999998,51.900000000000006,1,1,1.0
